id,peakid,system,country,flynn_region,triggertime,peakstart,cs_lat,cs_lon,associated_evid,evid_pubtime0,sep_emsc_cs1,triggerdelay,peakstartdelay
18749,Ec-rwP,LastQuake,alb,Albania,2019-11-26T01:48:30.000000,2019-11-26T01:48:15.000000,41.30,19.75,807728.00,2019-11-26T01:51:27.956036,29.25,33.50,18.50
18752,KhNt01,Website,alb,Albania,2019-11-26T01:48:35.000000,2019-11-26T01:48:05.000000,41.33,19.83,807728.00,2019-11-26T01:51:27.956036,34.75,38.50,8.50
