,evid,pubtime,oritime,lat,lon,depth,magtype,mag,region,automan,net34,nsta,mdist,gap
0,807907,2019-11-26T13:09:00.000000,2019-11-26T13:05:00.799999,41.52,19.45,2.0,mb,5.0,ADRIATIC SEA,A,MIX,68,0.76,51
1,807907,2019-11-26T13:17:00.000000,2019-11-26T13:05:01.000000,41.59,19.46,10.0,mb,4.7,ADRIATIC SEA,M,INFO,19,0.63,77
2,807907,2019-11-26T16:19:00.000000,2019-11-26T13:05:01.700000,41.58,19.51,12.0,mb,4.9,ADRIATIC SEA,M,INFO,49,0.36,71
