,id,source,arrivetime,leavetime,ismobile,ismobilesite,totalpageviews,country,region,city,ip_latitude,ip_longitude,geo_latitude,geo_longitude
31,34876404,app,2019-11-26 01:45:46.394,2019-11-26 01:46:47.202,True,False,3,usa,az,phoenix,33.4492,-112.0696,41.9221346,20.9131042
32,34876408,app,2019-11-26 01:45:51.081,2019-11-26 01:46:51.651,True,False,2,usa,mo,cape girardeau,37.31683,-89.54272,37.9292163353928,-121.718363890883
34,34876409,app,2019-11-26 01:45:52.983,2019-11-26 01:46:53.073,True,False,2,usa,wa,bellevue,47.61457,-122.16836,33.2319114,-117.24717
35,34876416,web,2019-11-26 01:45:54.533,2019-11-26 01:46:37.310,False,False,1,usa,in,indianapolis,39.78339,-86.04457,,
36,34876414,app,2019-11-26 01:46:02.617,2019-11-26 01:47:03.020,True,False,3,alb,11,tirana,41.3311,19.8318,41.3182419,19.8292736
37,34876417,app,2019-11-26 01:46:05.902,2019-11-26 01:47:26.482,True,False,4,usa,ca,scotts valley,37.071,-122.0106,37.0617027282715,-122.007736206055
38,34876418,app,2019-11-26 01:46:05.927,2019-11-26 01:47:06.052,True,False,2,ind,mh,mumbai,18.94206,72.83544,26.7668176,88.3855079
39,34876419,app,2019-11-26 01:46:07.796,2019-11-26 01:47:07.885,True,False,2,ind,mh,mumbai,18.94206,72.83544,-33.4208831787109,-70.660285949707
40,34876433,web,2019-11-26 01:46:10.073,2019-11-26 01:46:12.112,True,False,1,alb,11,tirana,41.3311,19.8318,,
42,34876442,web,2019-11-26 01:46:13.936,2019-11-26 01:46:24.522,False,False,1,afg,bal,kabuli,36.44799,66.90745,,
43,34876424,web,2019-11-26 01:46:15.255,2019-11-26 01:46:15.474,False,False,1,rus,mow,moscow,55.7616,37.6411,,
44,34876426,app,2019-11-26 01:46:15.513,2019-11-26 01:47:15.513,True,False,1,fra,idf,bruyeres-le-chatel,48.5936,2.1925,,
45,34876427,app,2019-11-26 01:46:15.649,2019-11-26 01:47:15.649,True,False,1,usa,az,phoenix,33.4492,-112.0696,,
47,34876435,app,2019-11-26 01:46:20.432,2019-11-26 01:47:20.637,True,False,2,alb,11,tirana,41.3311,19.8318,40.6778104531471,20.7370639876363
48,34876437,app,2019-11-26 01:46:22.382,2019-11-26 01:47:35.929,True,False,2,alb,11,tirana,41.3311,19.8318,41.3161953313409,19.8169237683259
50,34876451,web,2019-11-26 01:46:23.684,2019-11-26 01:46:28.555,True,False,1,alb,11,tirana,41.3311,19.8318,,
51,34876438,web,2019-11-26 01:46:24.240,2019-11-26 01:46:59.408,True,False,1,alb,11,tirana,41.3311,19.8318,,
52,34876441,app,2019-11-26 01:46:24.418,2019-11-26 01:47:24.542,True,False,2,usa,ga,riverdale,33.55355,-84.40241,33.5456207,-84.3569641
53,34876447,app,2019-11-26 01:46:26.258,2019-11-26 01:47:26.382,True,False,2,usa,ga,riverdale,33.55355,-84.40241,41.3182148,19.4507268
54,34876446,web,2019-11-26 01:46:27.435,2019-11-26 01:48:03.832,True,False,2,can,on,toronto,43.67663,-79.42531,,
55,34876449,app,2019-11-26 01:46:33.821,2019-11-26 01:47:56.714,True,False,3,swe,ab,stockholm,59.33279,18.06449,21.0499934,105.7958038
56,34876462,web,2019-11-26 01:46:34.709,2019-11-26 01:47:12.393,True,False,1,chl,rm,santiago,-33.4613,-70.6342,,
57,34876453,web,2019-11-26 01:46:36.765,2019-11-26 01:55:01.838,True,False,2,phl,man,makati,14.5587,121.0213,,
59,34876455,app,2019-11-26 01:46:38.666,2019-11-26 01:47:39.147,True,False,2,alb,11,tirana,41.3311,19.8318,41.1789989434735,19.5657425544812
60,34876456,web,2019-11-26 01:46:41.331,2019-11-26 01:47:01.956,False,False,1,usa,ny,chester,41.35301,-74.2637,,
61,34876468,web,2019-11-26 01:46:41.887,2019-11-26 01:47:16.365,False,False,2,arg,c,buenos aires,-34.61178,-58.41731,,
62,34876458,app,2019-11-26 01:46:42.004,2019-11-26 01:47:42.660,True,False,3,alb,11,tirana,41.3311,19.8318,41.2935312401313,19.5132906352192
63,34876461,app,2019-11-26 01:46:44.294,2019-11-26 01:47:44.643,True,False,3,alb,11,tirana,41.3311,19.8318,41.342353820801,19.841676712036
64,34876460,app,2019-11-26 01:46:44.298,2019-11-26 01:47:53.687,True,False,3,alb,11,tirana,41.3311,19.8318,41.3694024,19.5424572
65,34876464,app,2019-11-26 01:46:48.727,2019-11-26 01:47:49.136,True,False,3,alb,11,tirana,41.3311,19.8318,41.3225288391113,19.8140506744385
66,34876463,web,2019-11-26 01:46:49.220,2019-11-26 01:55:01.837,True,False,2,bra,rj,rio de janeiro,-22.90706,-43.18588,,
68,34876467,web,2019-11-26 01:46:53.248,2019-11-26 01:48:03.152,False,False,1,hun,bu,budapest,47.5034,19.04532,,
69,34876483,web,2019-11-26 01:46:53.426,2019-11-26 01:47:28.230,False,False,1,aus,nsw,sydney,-33.86714,151.2071,,
70,34876469,app,2019-11-26 01:46:53.718,2019-11-26 01:47:54.227,True,False,2,tur,34,kartal,40.9112,29.1595,39.0554350712708,-84.8988304586055
71,34876487,web,2019-11-26 01:46:55.493,2019-11-26 01:51:53.027,False,False,2,usa,or,portland,45.4978,-122.6937,,
72,34876472,app,2019-11-26 01:46:57.197,2019-11-26 01:47:57.636,True,False,2,usa,ny,glens falls,43.308964,-73.64248,,
73,34876480,app,2019-11-26 01:47:02.537,2019-11-26 01:48:02.537,True,False,2,usa,ny,glens falls,43.308964,-73.64248,,
74,34876477,web,2019-11-26 01:47:02.669,2019-11-26 01:47:04.018,True,False,1,alb,11,tirana,41.3311,19.8318,,
75,34876478,web,2019-11-26 01:47:03.129,2019-11-26 01:47:05.760,True,False,1,alb,11,tirana,41.3311,19.8318,,
76,34876479,web,2019-11-26 01:47:03.835,2019-11-26 01:47:35.511,False,False,1,aus,nsw,st leonards,-33.82325,151.1955,,
77,34876481,web,2019-11-26 01:47:04.309,2019-11-26 01:47:15.909,True,False,1,alb,11,tirana,41.3311,19.8318,,
78,34876484,web,2019-11-26 01:47:05.322,2019-11-26 01:47:06.191,False,False,3,ita,rm,rome,41.9032,12.4957,,
79,34876486,web,2019-11-26 01:47:07.052,2019-11-26 01:48:40.130,False,False,5,irl,co,cork,51.8983,-8.4728,,
81,34876492,web,2019-11-26 01:47:08.911,2019-11-26 02:13:19.325,False,False,23,alb,11,tirana,41.3311,19.8318,,
82,34876507,web,2019-11-26 01:47:10.688,2019-11-26 01:48:20.188,True,False,1,aus,wa,perth,-31.9554,115.85859,,
83,34876496,app,2019-11-26 01:47:11.024,2019-11-26 01:48:11.223,True,False,2,gbr,man,manchester,53.47855,-2.24757,,
84,34876499,app,2019-11-26 01:47:13.840,2019-11-26 01:48:13.960,True,False,2,idn,jk,jakarta,-6.1749,106.8283,-6.99871683120728,110.379188537598
85,34876503,app,2019-11-26 01:47:14.962,2019-11-26 01:48:14.962,True,False,1,ita,mi,milan,45.47271,9.18716,,
86,34876502,app,2019-11-26 01:47:14.962,2019-11-26 01:48:14.962,True,False,1,fra,idf,bruyeres-le-chatel,48.5936,2.1925,,
87,34876500,web,2019-11-26 01:47:15.111,2019-11-26 01:47:15.150,False,False,1,aus,nsw,north ryde,-33.79677,151.12436,,
88,34876516,web,2019-11-26 01:47:18.025,2019-11-26 02:09:29.992,False,False,14,usa,ut,salt lake city,40.7844,-111.8761,,
89,34876508,app,2019-11-26 01:47:22.232,2019-11-26 01:48:22.319,True,False,2,alb,11,tirana,41.3311,19.8318,40.4084916,20.7016305
90,34876510,app,2019-11-26 01:47:22.577,2019-11-26 01:48:22.700,True,False,2,usa,ca,fair oaks,38.65527,-121.25643,40.9022178649902,16.8424816131592
91,34876511,app,2019-11-26 01:47:23.927,2019-11-26 01:48:24.060,True,False,2,mkd,19,gostivar,41.80091,20.91417,41.9384346008301,20.9227142333984
92,34876517,app,2019-11-26 01:47:29.248,2019-11-26 01:48:29.248,True,False,1,gbr,lnd,london,51.51471,-0.08329,,
93,34876529,web,2019-11-26 01:47:33.019,2019-11-26 02:07:50.211,False,False,14,mys,14,kuala lumpur,3.1507,101.7133,,
94,34876520,app,2019-11-26 01:47:33.263,2019-11-26 01:48:33.355,True,False,2,alb,11,tirana,41.3311,19.8318,41.3237457275391,19.4812545776367
96,34876541,web,2019-11-26 01:47:39.999,2019-11-26 01:48:28.188,True,False,6,usa,wa,bellevue,47.61457,-122.16836,,
97,34876528,app,2019-11-26 01:47:42.209,2019-11-26 01:48:42.370,True,False,2,tha,10,bangkok,13.7491,100.5159,47.1644630432129,-122.559646606445
98,34876543,web,2019-11-26 01:47:44.744,2019-11-26 01:47:57.828,False,False,1,can,bc,vancouver,49.28921,-123.0338,,
99,34876534,web,2019-11-26 01:47:47.223,2019-11-26 01:57:32.791,False,False,1,alb,11,tirana,41.3311,19.8318,,
100,34876550,web,2019-11-26 01:47:49.622,2019-11-26 01:47:57.782,False,False,1,irl,d,dublin,53.3448,-6.2593,,
102,34876540,web,2019-11-26 01:47:50.049,2019-11-26 01:49:31.784,False,False,1,alb,11,tirana,41.3311,19.8318,,
105,34876549,app,2019-11-26 01:47:58.900,2019-11-26 01:48:59.029,True,False,2,deu,by,nuremberg,49.4544,11.074,,
106,34876548,web,2019-11-26 01:47:59.360,2019-11-26 01:48:08.237,False,False,2,usa,ne,grand island,40.92018,-98.3392,,
107,34876559,web,2019-11-26 01:48:01.668,2019-11-26 01:48:03.613,True,False,1,alb,11,tirana,41.3311,19.8318,,
109,34876563,web,2019-11-26 01:48:04.214,2019-11-26 01:48:16.043,True,False,1,alb,11,tirana,41.3311,19.8318,,
110,34876557,app,2019-11-26 01:48:09.881,2019-11-26 01:50:16.659,True,False,5,alb,11,tirana,41.3311,19.8318,,
111,34876590,web,2019-11-26 01:48:12.039,2019-11-26 01:55:03.524,True,False,44,alb,11,tirana,41.3311,19.8318,,
112,34876600,web,2019-11-26 01:48:15.013,2019-11-26 01:48:17.929,True,False,1,alb,11,tirana,41.3311,19.8318,,
113,34876601,web,2019-11-26 01:48:15.164,2019-11-26 01:57:18.449,True,False,38,alb,11,tirana,41.3311,19.8318,,
114,34876565,app,2019-11-26 01:48:15.261,2019-11-26 01:49:15.261,True,False,1,hrv,21,zagreb,45.83258,15.97511,,
115,34876566,app,2019-11-26 01:48:15.277,2019-11-26 01:49:15.277,True,False,1,nic,mn,managua,12.15083,-86.26833,,
116,34876603,web,2019-11-26 01:48:15.795,2019-11-26 01:48:20.961,True,False,1,alb,11,tirana,41.3311,19.8318,,
117,34876611,web,2019-11-26 01:48:15.985,2019-11-26 01:56:41.065,True,False,21,alb,11,tirana,41.3311,19.8318,,
118,34876616,web,2019-11-26 01:48:16.234,2019-11-26 01:48:17.353,True,False,1,alb,11,tirana,41.3311,19.8318,,
119,34876635,web,2019-11-26 01:48:17.185,2019-11-26 01:48:22.231,True,False,1,alb,11,tirana,41.3311,19.8318,,
120,34876638,web,2019-11-26 01:48:17.563,2019-11-26 01:48:19.653,True,False,1,alb,11,tirana,41.3311,19.8318,,
121,34876641,web,2019-11-26 01:48:18.060,2019-11-26 01:49:42.091,False,False,1,usa,wa,federal way,47.30657,-122.31924,,
122,34876567,app,2019-11-26 01:48:18.567,2019-11-26 01:50:14.397,True,False,12,alb,11,tirana,41.3311,19.8318,41.3159903027696,19.8096506110679
123,34876569,app,2019-11-26 01:48:18.914,2019-11-26 01:49:19.039,True,False,2,mex,cmx,mexico city,19.4197,-99.1448,41.892566,20.9098429
124,34876660,web,2019-11-26 01:48:19.449,2019-11-26 01:48:24.967,True,False,1,alb,11,tirana,41.3311,19.8318,,
125,34876572,app,2019-11-26 01:48:19.808,2019-11-26 01:49:58.289,True,False,4,usa,wa,bellevue,47.61457,-122.16836,-22.9922405176063,-43.3485778202327
126,34876664,web,2019-11-26 01:48:19.831,2019-11-26 01:50:59.104,False,False,9,alb,11,tirana,41.3311,19.8318,,
127,34876666,web,2019-11-26 01:48:19.899,2019-11-26 01:48:22.665,True,False,1,alb,11,tirana,41.3311,19.8318,,
129,34876577,app,2019-11-26 01:48:20.416,2019-11-26 01:52:32.005,True,False,11,alb,11,tirana,41.3311,19.8318,41.3178253,19.82499
130,34876669,web,2019-11-26 01:48:20.427,2019-11-26 01:52:01.814,True,False,8,alb,11,tirana,41.3311,19.8318,,
131,34876578,app,2019-11-26 01:48:20.596,2019-11-26 01:52:30.126,True,False,10,mkd,85,skopje,42.0006,21.4663,41.361400604248,19.771949768066
132,34876579,app,2019-11-26 01:48:20.832,2019-11-26 01:50:00.611,True,False,9,deu,by,munich,48.1394,11.5657,48.1287270690357,11.5680719700336
133,34876580,app,2019-11-26 01:48:20.861,2019-11-26 01:50:35.208,True,False,5,alb,11,tirana,41.3311,19.8318,41.3317365375844,19.8162776465294
134,34876581,app,2019-11-26 01:48:20.917,2019-11-26 01:50:23.113,True,False,7,alb,11,tirana,41.3311,19.8318,41.3162054458984,19.8130969062683
135,34876582,app,2019-11-26 01:48:20.961,2019-11-26 01:50:18.951,True,False,6,alb,11,tirana,41.3311,19.8318,41.3338523609973,19.8083369247386
137,34876584,app,2019-11-26 01:48:22.015,2019-11-26 01:49:37.867,True,False,5,alb,11,tirana,41.3311,19.8318,41.3195835947156,19.4431923444917
138,34876585,app,2019-11-26 01:48:22.566,2019-11-26 01:52:30.237,True,False,13,nld,zh,bodegraven,52.08526,4.7468,41.3494581,19.831648
139,34876716,web,2019-11-26 01:48:22.631,2019-11-26 01:48:24.052,True,False,1,alb,11,tirana,41.3311,19.8318,,
140,34876586,app,2019-11-26 01:48:22.884,2019-11-26 01:49:33.579,True,False,3,swe,ab,stockholm,59.33279,18.06449,41.3417786522319,19.8038621191798
141,34876725,web,2019-11-26 01:48:23.079,2019-11-26 01:48:26.394,True,False,1,alb,11,tirana,41.3311,19.8318,,
142,34876587,app,2019-11-26 01:48:23.180,2019-11-26 01:49:23.180,True,False,1,alb,11,tirana,41.3311,19.8318,41.3464082509134,19.8368327853093
143,34876588,app,2019-11-26 01:48:23.247,2019-11-26 01:50:18.822,True,False,10,alb,11,tirana,41.3311,19.8318,,
144,34876731,web,2019-11-26 01:48:23.313,2019-11-26 01:51:43.061,True,False,17,alb,11,tirana,41.3311,19.8318,,
145,34876737,web,2019-11-26 01:48:23.427,2019-11-26 01:49:37.217,False,False,4,alb,11,tirana,41.3311,19.8318,,
146,34876745,web,2019-11-26 01:48:23.639,2019-11-26 01:52:20.223,True,False,15,alb,11,tirana,41.3311,19.8318,,
147,34876748,web,2019-11-26 01:48:23.741,2019-11-26 02:16:31.267,False,False,46,alb,11,tirana,41.3311,19.8318,,
148,34876749,web,2019-11-26 01:48:23.804,2019-11-26 01:48:52.336,True,False,3,alb,11,tirana,41.3311,19.8318,,
149,34876760,web,2019-11-26 01:48:24.086,2019-11-26 01:53:01.811,True,False,21,alb,11,tirana,41.3311,19.8318,,
150,34876765,web,2019-11-26 01:48:24.203,2019-11-26 01:48:29.688,True,False,1,alb,11,tirana,41.3311,19.8318,,
151,34876592,web,2019-11-26 01:48:24.265,2019-11-26 01:48:26.291,True,False,1,alb,11,tirana,41.3311,19.8318,,
152,34876596,app,2019-11-26 01:48:24.338,2019-11-26 01:51:06.444,True,False,17,alb,11,tirana,41.3311,19.8318,,
153,34876597,app,2019-11-26 01:48:24.405,2019-11-26 01:49:37.457,True,False,5,alb,11,tirana,41.3311,19.8318,41.32496,19.8051155
154,34876605,app,2019-11-26 01:48:25.014,2019-11-26 01:50:31.822,True,False,6,alb,11,tirana,41.3311,19.8318,,
155,34876778,web,2019-11-26 01:48:25.101,2019-11-26 01:53:20.228,True,False,22,alb,11,tirana,41.3311,19.8318,,
156,34876606,app,2019-11-26 01:48:25.152,2019-11-26 01:49:39.794,True,False,5,alb,11,tirana,41.3311,19.8318,41.3356343,19.7960337
157,34876782,web,2019-11-26 01:48:25.303,2019-11-26 01:48:36.739,True,False,1,alb,11,tirana,41.3311,19.8318,,
158,34876610,app,2019-11-26 01:48:25.703,2019-11-26 01:49:45.068,True,False,2,alb,11,tirana,41.3311,19.8318,41.3151779543294,19.4419036032911
159,34876790,web,2019-11-26 01:48:25.984,2019-11-26 01:48:35.133,True,False,1,alb,11,tirana,41.3311,19.8318,,
160,34876811,web,2019-11-26 01:48:26.325,2019-11-26 01:48:34.448,False,False,1,alb,11,tirana,41.3311,19.8318,,
161,34876612,app,2019-11-26 01:48:26.361,2019-11-26 01:50:11.457,True,False,13,alb,11,tirana,41.3311,19.8318,,
162,34876862,web,2019-11-26 01:48:26.731,2019-11-26 02:03:00.442,True,False,54,alb,11,vore,41.389,19.653599,,
163,34876617,app,2019-11-26 01:48:26.798,2019-11-26 01:51:01.676,True,False,5,aus,nsw,north sydney,-33.83827,151.20648,,
164,34876865,web,2019-11-26 01:48:26.798,2019-11-26 01:50:50.209,True,False,1,mex,cmx,mexico city,19.4197,-99.1448,,
165,34876618,app,2019-11-26 01:48:27.023,2019-11-26 01:52:05.335,True,False,13,alb,11,tirana,41.3311,19.8318,41.3316424537071,19.8159756568868
166,34876619,app,2019-11-26 01:48:27.032,2019-11-26 01:49:30.140,True,False,3,ita,na,nola,40.92588,14.52856,41.3073319865568,19.8122199199055
167,34876620,app,2019-11-26 01:48:27.078,2019-11-26 01:50:26.993,True,False,5,alb,11,tirana,41.3311,19.8318,41.333077738953,19.7793012773267
168,34876621,app,2019-11-26 01:48:27.271,2019-11-26 01:49:27.400,True,False,2,alb,11,tirana,41.3311,19.8318,41.327526092529,19.808795928955
169,34876622,app,2019-11-26 01:48:27.386,2019-11-26 01:50:16.697,True,False,8,alb,11,tirana,41.3311,19.8318,41.3169426675715,19.8057265498193
170,34876870,web,2019-11-26 01:48:27.402,2019-11-26 01:48:33.863,True,False,1,alb,11,tirana,41.3311,19.8318,,
171,34876872,web,2019-11-26 01:48:27.511,2019-11-26 01:48:30.616,True,False,1,alb,11,tirana,41.3311,19.8318,,
172,34876607,web,2019-11-26 01:48:27.512,2019-11-26 01:48:36.623,True,False,1,alb,11,tirana,41.3311,19.8318,,
173,34876875,web,2019-11-26 01:48:27.650,2019-11-26 03:01:26.965,True,False,114,alb,11,tirana,41.3311,19.8318,,
174,34876879,web,2019-11-26 01:48:27.844,2019-11-26 01:49:04.007,False,False,1,mkd,85,skopje,42.0006,21.4663,,
175,34876623,app,2019-11-26 01:48:28.085,2019-11-26 01:50:34.619,True,False,13,alb,11,tirana,41.3311,19.8318,41.3137181,19.8359872
176,34876624,app,2019-11-26 01:48:28.108,2019-11-26 01:50:24.513,True,False,5,alb,11,tirana,41.3311,19.8318,41.33275604248,19.824642181396
177,34876625,app,2019-11-26 01:48:28.151,2019-11-26 01:49:56.867,True,False,11,alb,11,tirana,41.3311,19.8318,,
178,34876626,app,2019-11-26 01:48:28.196,2019-11-26 01:52:33.122,True,False,15,alb,11,tirana,41.3311,19.8318,41.324592590332,19.804828643799
179,34876627,app,2019-11-26 01:48:28.249,2019-11-26 01:49:29.082,True,False,3,alb,11,tirana,41.3311,19.8318,41.3397234564691,19.8287245558887
180,34876628,app,2019-11-26 01:48:28.275,2019-11-26 01:49:49.332,True,False,4,alb,11,tirana,41.3311,19.8318,,
181,34876629,app,2019-11-26 01:48:28.300,2019-11-26 01:49:28.424,True,False,2,alb,11,tirana,41.3311,19.8318,41.33459854126,19.820394515991
182,34876892,web,2019-11-26 01:48:28.475,2019-11-26 01:49:53.529,True,False,6,usa,mn,st paul,44.9661,-93.0837,,
183,34876630,app,2019-11-26 01:48:28.485,2019-11-26 01:50:29.588,True,False,4,alb,11,tirana,41.3311,19.8318,,
184,34876894,web,2019-11-26 01:48:28.592,2019-11-26 01:48:37.721,True,False,1,alb,11,tirana,41.3311,19.8318,,
185,34876897,web,2019-11-26 01:48:28.808,2019-11-26 01:51:14.133,True,False,7,alb,11,tirana,41.3311,19.8318,,
186,34876903,web,2019-11-26 01:48:29.026,2019-11-26 01:48:32.495,True,False,1,alb,11,tirana,41.3311,19.8318,,
187,34876637,web,2019-11-26 01:48:29.146,2019-11-26 02:06:32.625,False,False,19,alb,11,tirana,41.3311,19.8318,,
188,34876652,app,2019-11-26 01:48:29.222,2019-11-26 01:50:25.709,True,False,4,alb,11,tirana,41.3311,19.8318,41.3352470397949,19.5209102630615
189,34876907,web,2019-11-26 01:48:29.264,2019-11-26 02:00:22.258,True,False,37,alb,11,tirana,41.3311,19.8318,,
190,34876653,app,2019-11-26 01:48:29.269,2019-11-26 01:49:29.269,True,False,1,alb,11,tirana,41.3311,19.8318,41.3454699714522,19.5590099946197
191,34876655,app,2019-11-26 01:48:29.288,2019-11-26 01:51:04.099,True,False,5,gbr,lnd,london,51.51471,-0.08329,41.3217547,19.4748248
192,34876654,app,2019-11-26 01:48:29.306,2019-11-26 01:50:14.055,True,False,7,alb,11,tirana,41.3311,19.8318,,
193,34876639,web,2019-11-26 01:48:29.425,2019-11-26 01:48:36.595,True,False,1,alb,11,tirana,41.3311,19.8318,,
194,34876640,web,2019-11-26 01:48:29.521,2019-11-26 02:07:02.434,False,False,12,alb,11,tirana,41.3311,19.8318,,
195,34876656,app,2019-11-26 01:48:29.529,2019-11-26 01:52:04.334,True,False,11,alb,11,tirana,41.3311,19.8318,41.3323309168101,19.7835927305882
196,34876657,app,2019-11-26 01:48:29.582,2019-11-26 01:49:53.339,True,False,3,alb,11,tirana,41.3311,19.8318,41.3270600257291,19.8413971601672
197,34876642,web,2019-11-26 01:48:29.656,2019-11-26 01:49:12.262,True,False,1,alb,11,tirana,41.3311,19.8318,,
198,34876646,web,2019-11-26 01:48:29.777,2019-11-26 01:48:32.091,True,False,1,alb,11,tirana,41.3311,19.8318,,
199,34876659,app,2019-11-26 01:48:29.788,2019-11-26 01:50:26.626,True,False,4,alb,11,tirana,41.3311,19.8318,,
200,34876915,web,2019-11-26 01:48:29.799,2019-11-26 01:49:01.694,True,False,3,alb,11,tirana,41.3311,19.8318,,
201,34876647,web,2019-11-26 01:48:29.863,2019-11-26 01:52:13.374,False,False,1,bgr,22,sofia,42.69757,23.32225,,
202,34876661,app,2019-11-26 01:48:29.912,2019-11-26 01:51:03.967,True,False,6,alb,11,tirana,41.3311,19.8318,41.3090869,19.4883164
203,34876917,web,2019-11-26 01:48:29.915,2019-11-26 01:48:59.919,True,False,2,alb,11,tirana,41.3311,19.8318,,
204,34876662,app,2019-11-26 01:48:29.979,2019-11-26 01:50:08.434,True,False,9,alb,11,tirana,41.3311,19.8318,41.332217636239,19.781905967224
205,34876672,app,2019-11-26 01:48:30.100,2019-11-26 01:49:30.425,True,False,3,alb,11,tirana,41.3311,19.8318,41.3384174890572,19.7890685424472
206,34876673,app,2019-11-26 01:48:30.136,2019-11-26 01:49:43.195,True,False,4,alb,11,tirana,41.3311,19.8318,,
207,34876649,web,2019-11-26 01:48:30.143,2019-11-26 01:48:30.202,True,False,1,alb,11,tirana,41.3311,19.8318,,
208,34876920,web,2019-11-26 01:48:30.271,2019-11-26 01:54:18.321,True,False,14,alb,11,tirana,41.3311,19.8318,,
209,34876674,app,2019-11-26 01:48:30.564,2019-11-26 01:49:30.800,True,False,2,alb,11,tirana,41.3311,19.8318,41.3384803897155,19.7962804231977
210,34876675,app,2019-11-26 01:48:30.583,2019-11-26 01:50:07.307,True,False,6,alb,11,tirana,41.3311,19.8318,41.2935305055748,19.5132804533983
211,34876676,app,2019-11-26 01:48:30.615,2019-11-26 01:51:34.874,True,False,8,alb,11,tirana,41.3311,19.8318,41.3240951,19.7959107
212,34876924,web,2019-11-26 01:48:30.690,2019-11-26 01:48:43.960,True,False,1,alb,11,tirana,41.3311,19.8318,,
213,34876677,app,2019-11-26 01:48:30.755,2019-11-26 01:49:31.074,True,False,3,alb,11,tirana,41.3311,19.8318,41.346080780029,19.846057891846
214,34876678,app,2019-11-26 01:48:30.873,2019-11-26 01:49:30.873,True,False,1,alb,11,tirana,41.3311,19.8318,41.32375467,19.80591871
215,34876926,web,2019-11-26 01:48:30.885,2019-11-26 01:56:18.143,True,False,26,alb,11,tirana,41.3311,19.8318,,
216,34876679,app,2019-11-26 01:48:31.026,2019-11-26 01:50:35.158,True,False,6,alb,11,tirana,41.3311,19.8318,41.3108627,19.463268
