,id,source,arrivetime,leavetime,ismobile,ismobilesite,totalpageviews,country,region,city,ip_latitude,ip_longitude,geo_latitude,geo_longitude
3933,34882385,web,2019-11-26 01:49:40.211,2019-11-26 01:50:32.019,True,False,4,alb,11,tirana,41.3311,19.8318,,
3934,34881523,web,2019-11-26 01:49:40.224,2019-11-26 01:49:45.762,True,False,1,alb,11,tirana,41.3311,19.8318,,
3935,34882390,web,2019-11-26 01:49:40.247,2019-11-26 01:50:42.772,True,False,9,alb,11,tirana,41.3311,19.8318,,
3936,34882394,web,2019-11-26 01:49:40.300,2019-11-26 01:50:15.073,True,False,1,alb,11,tirana,41.3311,19.8318,,
3937,34882395,web,2019-11-26 01:49:40.307,2019-11-26 01:49:55.075,True,False,3,alb,11,tirana,41.3311,19.8318,,
3938,34881528,web,2019-11-26 01:49:40.318,2019-11-26 01:49:46.977,True,False,1,alb,11,tirana,41.3311,19.8318,,
3939,34881530,web,2019-11-26 01:49:40.348,2019-11-26 01:49:41.618,True,False,1,alb,11,tirana,41.3311,19.8318,,
3940,34882402,web,2019-11-26 01:49:40.379,2019-11-26 01:52:50.231,True,False,10,alb,11,tirana,41.3311,19.8318,,
3941,34881536,web,2019-11-26 01:49:40.409,2019-11-26 01:50:31.796,True,False,1,alb,12,vlore,40.472,19.4896,,
3942,34881537,web,2019-11-26 01:49:40.410,2019-11-26 01:49:46.884,True,False,1,alb,11,tirana,41.3311,19.8318,,
3943,34882405,web,2019-11-26 01:49:40.423,2019-11-26 01:50:09.154,True,False,1,alb,11,tirana,41.3311,19.8318,,
3944,34881543,web,2019-11-26 01:49:40.497,2019-11-26 01:49:59.608,True,False,1,alb,11,tirana,41.3311,19.8318,,
3945,34882409,web,2019-11-26 01:49:40.515,2019-11-26 01:55:57.031,True,False,14,mkd,83,stip,41.75,22.2,,
3946,34882410,web,2019-11-26 01:49:40.518,2019-11-26 01:57:20.211,True,False,10,alb,11,tirana,41.3311,19.8318,,
3947,34882412,web,2019-11-26 01:49:40.520,2019-11-26 01:49:49.014,True,False,1,alb,11,tirana,41.3311,19.8318,,
3948,34882414,web,2019-11-26 01:49:40.533,2019-11-26 01:49:41.317,True,False,1,alb,11,tirana,41.3311,19.8318,,
3949,34882417,web,2019-11-26 01:49:40.544,2019-11-26 01:49:46.456,True,False,1,alb,11,tirana,41.3311,19.8318,,
3950,34881546,web,2019-11-26 01:49:40.548,2019-11-26 01:53:30.274,True,False,7,alb,11,tirana,41.3311,19.8318,,
3951,34881551,web,2019-11-26 01:49:40.592,2019-11-26 01:49:43.614,True,False,1,alb,11,tirana,41.3311,19.8318,,
3952,34881553,web,2019-11-26 01:49:40.602,2019-11-26 01:49:42.474,True,False,1,alb,11,tirana,41.3311,19.8318,,
3953,34882426,web,2019-11-26 01:49:40.671,2019-11-26 01:58:59.261,True,False,11,alb,11,tirana,41.3311,19.8318,,
3954,34881563,web,2019-11-26 01:49:40.694,2019-11-26 01:54:18.581,True,False,17,alb,11,tirana,41.3311,19.8318,,
3955,34882429,web,2019-11-26 01:49:40.694,2019-11-26 01:49:45.466,True,False,1,alb,11,tirana,41.3311,19.8318,,
3956,34881564,web,2019-11-26 01:49:40.700,2019-11-26 01:49:43.948,True,False,1,alb,11,tirana,41.3311,19.8318,,
3957,34881567,web,2019-11-26 01:49:40.714,2019-11-26 01:50:06.981,True,False,5,alb,11,tirana,41.3311,19.8318,,
3958,34882434,web,2019-11-26 01:49:40.765,2019-11-26 01:56:04.720,True,False,19,alb,11,tirana,41.3311,19.8318,,
3959,34882436,web,2019-11-26 01:49:40.771,2019-11-26 01:49:46.615,True,False,1,alb,11,tirana,41.3311,19.8318,,
3960,34881574,web,2019-11-26 01:49:40.917,2019-11-26 01:49:45.348,True,False,1,alb,11,tirana,41.3311,19.8318,,
3961,34882445,web,2019-11-26 01:49:40.973,2019-11-26 01:49:46.064,True,False,1,alb,11,tirana,41.3311,19.8318,,
3962,34881582,web,2019-11-26 01:49:41.006,2019-11-26 01:49:49.472,True,False,1,alb,11,tirana,41.3311,19.8318,,
3963,34881583,web,2019-11-26 01:49:41.043,2019-11-26 01:49:45.764,True,False,1,alb,11,tirana,41.3311,19.8318,,
3964,34881585,web,2019-11-26 01:49:41.057,2019-11-26 01:52:20.320,True,False,8,alb,11,tirana,41.3311,19.8318,,
3965,34882455,web,2019-11-26 01:49:41.077,2019-11-26 01:49:48.243,True,False,1,alb,11,tirana,41.3311,19.8318,,
3966,34882457,web,2019-11-26 01:49:41.133,2019-11-26 01:50:02.390,True,False,1,alb,11,tirana,41.3311,19.8318,,
3967,34881593,web,2019-11-26 01:49:41.172,2019-11-26 01:49:50.501,True,False,1,alb,11,tirana,41.3311,19.8318,,
3968,34882458,web,2019-11-26 01:49:41.177,2019-11-26 01:50:51.428,True,False,3,alb,11,tirana,41.3311,19.8318,,
3969,34881594,web,2019-11-26 01:49:41.196,2019-11-26 01:49:53.343,True,False,1,alb,11,tirana,41.3311,19.8318,,
3970,34882460,web,2019-11-26 01:49:41.204,2019-11-26 01:50:50.641,True,False,2,alb,11,tirana,41.3311,19.8318,,
3971,34881599,web,2019-11-26 01:49:41.267,2019-11-26 01:50:05.239,True,False,2,alb,11,tirana,41.3311,19.8318,,
3972,34881600,web,2019-11-26 01:49:41.276,2019-11-26 01:49:48.646,True,False,1,alb,11,tirana,41.3311,19.8318,,
3973,34882471,web,2019-11-26 01:49:41.279,2019-11-26 01:49:42.323,True,False,1,alb,11,tirana,41.3311,19.8318,,
3974,34881603,web,2019-11-26 01:49:41.316,2019-11-26 01:59:16.102,False,False,18,alb,11,tirana,41.3311,19.8318,,
3975,34882477,web,2019-11-26 01:49:41.349,2019-11-26 01:49:43.060,True,False,1,alb,11,tirana,41.3311,19.8318,,
3976,34881609,web,2019-11-26 01:49:41.378,2019-11-26 01:49:44.932,True,False,1,alb,11,tirana,41.3311,19.8318,,
3977,34882478,web,2019-11-26 01:49:41.386,2019-11-26 01:49:44.910,True,False,1,alb,11,tirana,41.3311,19.8318,,
3978,34881611,web,2019-11-26 01:49:41.406,2019-11-26 01:49:51.081,True,False,1,alb,11,tirana,41.3311,19.8318,,
3979,34881612,web,2019-11-26 01:49:41.415,2019-11-26 01:50:32.578,True,False,1,alb,11,tirana,41.3311,19.8318,,
3980,34881614,web,2019-11-26 01:49:41.440,2019-11-26 01:49:45.106,True,False,1,alb,11,tirana,41.3311,19.8318,,
3981,34881615,web,2019-11-26 01:49:41.467,2019-11-26 01:49:45.595,False,False,1,alb,11,tirana,41.3311,19.8318,,
3982,34882485,web,2019-11-26 01:49:41.504,2019-11-26 02:22:20.228,True,False,22,alb,11,tirana,41.3311,19.8318,,
3983,34882489,web,2019-11-26 01:49:41.561,2019-11-26 01:49:43.044,True,False,1,alb,11,tirana,41.3311,19.8318,,
3984,34881625,web,2019-11-26 01:49:41.615,2019-11-26 01:51:15.164,True,False,5,alb,11,tirana,41.3311,19.8318,,
3985,34881632,web,2019-11-26 01:49:41.672,2019-11-26 01:50:10.088,True,False,1,alb,11,tirana,41.3311,19.8318,,
3986,34881636,web,2019-11-26 01:49:41.709,2019-11-26 01:59:56.972,True,False,14,alb,11,tirana,41.3311,19.8318,,
3987,34881641,web,2019-11-26 01:49:41.749,2019-11-26 01:55:31.824,True,False,35,alb,11,tirana,41.3311,19.8318,,
3988,34881647,web,2019-11-26 01:49:41.847,2019-11-26 01:49:49.569,True,False,1,alb,11,tirana,41.3311,19.8318,,
3989,34881653,web,2019-11-26 01:49:41.936,2019-11-26 03:00:09.651,True,False,34,alb,11,tirana,41.3311,19.8318,,
3990,34882508,web,2019-11-26 01:49:41.945,2019-11-26 01:50:09.388,True,False,2,alb,11,tirana,41.3311,19.8318,,
3991,34882509,web,2019-11-26 01:49:41.975,2019-11-26 01:49:44.741,True,False,1,alb,11,tirana,41.3311,19.8318,,
3992,34882511,web,2019-11-26 01:49:41.996,2019-11-26 01:49:45.108,True,False,1,alb,11,tirana,41.3311,19.8318,,
3993,34882514,web,2019-11-26 01:49:42.018,2019-11-26 02:10:50.235,True,False,11,alb,11,tirana,41.3311,19.8318,,
3994,34882517,web,2019-11-26 01:49:42.041,2019-11-26 01:50:27.636,True,False,1,alb,11,tirana,41.3311,19.8318,,
3995,34881665,web,2019-11-26 01:49:42.060,2019-11-26 02:00:20.337,True,False,14,alb,11,tirana,41.3311,19.8318,,
3996,34881666,web,2019-11-26 01:49:42.061,2019-11-26 01:55:32.314,True,False,20,alb,11,tirana,41.3311,19.8318,,
3997,34881668,web,2019-11-26 01:49:42.076,2019-11-26 01:52:55.752,True,False,1,alb,11,tirana,41.3311,19.8318,,
3998,34882519,web,2019-11-26 01:49:42.077,2019-11-26 01:50:20.209,True,False,1,alb,11,tirana,41.3311,19.8318,,
3999,34882521,web,2019-11-26 01:49:42.114,2019-11-26 01:49:43.753,True,False,1,alb,11,tirana,41.3311,19.8318,,
4000,34882524,web,2019-11-26 01:49:42.136,2019-11-26 01:49:58.320,True,False,1,alb,11,tirana,41.3311,19.8318,,
4001,34882525,web,2019-11-26 01:49:42.145,2019-11-26 02:22:20.229,True,False,9,alb,11,tirana,41.3311,19.8318,,
4002,34881674,web,2019-11-26 01:49:42.172,2019-11-26 01:49:44.652,True,False,1,alb,11,tirana,41.3311,19.8318,,
4003,34881680,web,2019-11-26 01:49:42.191,2019-11-26 01:51:23.172,True,False,4,alb,11,tirana,41.3311,19.8318,,
4004,34882529,web,2019-11-26 01:49:42.194,2019-11-26 02:04:38.552,True,False,15,alb,11,tirana,41.3311,19.8318,,
4005,34882533,web,2019-11-26 01:49:42.246,2019-11-26 02:03:20.211,True,False,1,alb,11,tirana,41.3311,19.8318,,
4006,34881688,web,2019-11-26 01:49:42.258,2019-11-26 01:49:45.303,True,False,1,alb,11,tirana,41.3311,19.8318,,
4007,34882536,web,2019-11-26 01:49:42.261,2019-11-26 01:49:44.363,True,False,1,alb,11,tirana,41.3311,19.8318,,
4008,34882537,web,2019-11-26 01:49:42.265,2019-11-26 01:49:54.944,True,False,1,alb,11,tirana,41.3311,19.8318,,
4009,34882539,web,2019-11-26 01:49:42.279,2019-11-26 01:51:38.350,True,False,13,alb,11,tirana,41.3311,19.8318,,
4010,34881691,web,2019-11-26 01:49:42.287,2019-11-26 01:54:36.498,True,False,12,alb,11,tirana,41.3311,19.8318,,
4011,34882541,web,2019-11-26 01:49:42.294,2019-11-26 01:49:52.403,True,False,1,alb,11,tirana,41.3311,19.8318,,
4012,34881694,web,2019-11-26 01:49:42.310,2019-11-26 01:49:53.470,True,False,1,alb,11,tirana,41.3311,19.8318,,
4013,34882543,web,2019-11-26 01:49:42.319,2019-11-26 01:50:17.217,True,False,4,alb,11,tirana,41.3311,19.8318,,
4014,34881698,web,2019-11-26 01:49:42.335,2019-11-26 01:49:47.697,True,False,1,alb,11,tirana,41.3311,19.8318,,
4015,34881699,web,2019-11-26 01:49:42.340,2019-11-26 01:49:51.916,True,False,1,alb,11,tirana,41.3311,19.8318,,
4016,34882547,web,2019-11-26 01:49:42.375,2019-11-26 01:57:35.919,True,False,33,alb,11,tirana,41.3311,19.8318,,
4017,34881705,web,2019-11-26 01:49:42.394,2019-11-26 01:49:50.784,True,False,1,alb,11,tirana,41.3311,19.8318,,
4018,34882551,web,2019-11-26 01:49:42.468,2019-11-26 01:50:02.652,True,False,1,alb,11,tirana,41.3311,19.8318,,
4019,34881709,web,2019-11-26 01:49:42.475,2019-11-26 01:49:50.395,True,False,1,alb,11,tirana,41.3311,19.8318,,
4020,34881712,web,2019-11-26 01:49:42.510,2019-11-26 01:50:46.446,True,False,1,alb,11,tirana,41.3311,19.8318,,
4021,34882557,web,2019-11-26 01:49:42.523,2019-11-26 01:49:56.569,True,False,1,alb,11,tirana,41.3311,19.8318,,
4022,34882560,web,2019-11-26 01:49:42.552,2019-11-26 02:01:06.216,True,False,15,alb,11,tirana,41.3311,19.8318,,
4023,34881713,web,2019-11-26 01:49:42.552,2019-11-26 01:49:47.499,True,False,1,alb,11,tirana,41.3311,19.8318,,
4024,34882562,web,2019-11-26 01:49:42.574,2019-11-26 01:53:19.100,True,False,16,alb,11,tirana,41.3311,19.8318,,
4025,34881718,web,2019-11-26 01:49:42.584,2019-11-26 01:51:58.837,True,False,13,alb,11,tirana,41.3311,19.8318,,
4026,34882566,web,2019-11-26 01:49:42.630,2019-11-26 01:49:46.064,True,False,1,alb,11,tirana,41.3311,19.8318,,
4027,34881722,web,2019-11-26 01:49:42.635,2019-11-26 01:49:51.682,True,False,1,alb,11,tirana,41.3311,19.8318,,
4028,34882567,web,2019-11-26 01:49:42.637,2019-11-26 01:50:07.141,True,False,6,alb,11,tirana,41.3311,19.8318,,
4029,34881723,web,2019-11-26 01:49:42.644,2019-11-26 01:50:14.583,True,False,7,alb,11,tirana,41.3311,19.8318,,
4030,34882569,web,2019-11-26 01:49:42.686,2019-11-26 01:50:15.665,True,False,1,alb,11,tirana,41.3311,19.8318,,
4031,34882571,web,2019-11-26 01:49:42.703,2019-11-26 01:55:16.049,True,False,34,alb,11,tirana,41.3311,19.8318,,
4032,34881729,web,2019-11-26 01:49:42.740,2019-11-26 01:51:45.780,True,False,9,alb,11,tirana,41.3311,19.8318,,
4033,34882575,web,2019-11-26 01:49:42.756,2019-11-26 01:52:01.808,True,False,9,alb,11,tirana,41.3311,19.8318,,
4034,34882577,web,2019-11-26 01:49:42.764,2019-11-26 01:49:46.230,True,False,1,alb,11,tirana,41.3311,19.8318,,
4035,34882582,web,2019-11-26 01:49:42.798,2019-11-26 01:53:51.762,True,False,13,alb,11,tirana,41.3311,19.8318,,
4036,34882586,web,2019-11-26 01:49:42.817,2019-11-26 01:49:51.053,True,False,1,alb,11,tirana,41.3311,19.8318,,
4037,34881733,web,2019-11-26 01:49:42.829,2019-11-26 01:49:44.028,True,False,1,alb,11,tirana,41.3311,19.8318,,
4038,34881735,web,2019-11-26 01:49:42.845,2019-11-26 01:49:46.096,True,False,1,alb,11,tirana,41.3311,19.8318,,
4039,34881739,web,2019-11-26 01:49:42.930,2019-11-26 01:49:55.799,True,False,1,alb,11,tirana,41.3311,19.8318,,
4040,34881743,web,2019-11-26 01:49:42.968,2019-11-26 01:52:22.412,True,False,14,alb,11,tirana,41.3311,19.8318,,
4041,34882595,web,2019-11-26 01:49:42.976,2019-11-26 01:49:46.324,True,False,1,alb,11,tirana,41.3311,19.8318,,
4042,34881745,web,2019-11-26 01:49:42.990,2019-11-26 01:56:27.476,True,False,20,alb,11,tirana,41.3311,19.8318,,
4043,34881752,web,2019-11-26 01:49:43.048,2019-11-26 01:49:48.272,True,False,1,alb,11,tirana,41.3311,19.8318,,
4044,34882601,web,2019-11-26 01:49:43.059,2019-11-26 01:49:52.803,True,False,1,alb,11,tirana,41.3311,19.8318,,
4045,34882603,web,2019-11-26 01:49:43.076,2019-11-26 01:55:24.529,True,False,3,hrv,21,zagreb,45.83258,15.97511,,
4046,34882606,web,2019-11-26 01:49:43.107,2019-11-26 01:51:10.413,True,False,11,alb,11,tirana,41.3311,19.8318,,
4047,34881762,web,2019-11-26 01:49:43.148,2019-11-26 01:49:46.952,True,False,1,alb,11,tirana,41.3311,19.8318,,
4048,34882613,web,2019-11-26 01:49:43.168,2019-11-26 01:53:52.194,True,False,19,alb,11,tirana,41.3311,19.8318,,
4049,34881766,web,2019-11-26 01:49:43.182,2019-11-26 01:49:50.144,True,False,1,alb,11,tirana,41.3311,19.8318,,
4050,34881767,web,2019-11-26 01:49:43.203,2019-11-26 01:54:25.021,True,False,55,alb,11,tirana,41.3311,19.8318,,
4051,34882615,web,2019-11-26 01:49:43.231,2019-11-26 01:49:46.751,True,False,1,alb,11,tirana,41.3311,19.8318,,
4052,34882621,web,2019-11-26 01:49:43.325,2019-11-26 01:49:46.110,True,False,1,alb,11,tirana,41.3311,19.8318,,
4053,34882628,web,2019-11-26 01:49:43.396,2019-11-26 01:49:52.702,True,False,1,alb,11,tirana,41.3311,19.8318,,
4054,34881781,web,2019-11-26 01:49:43.462,2019-11-26 01:49:46.474,True,False,1,alb,11,tirana,41.3311,19.8318,,
4055,34882630,web,2019-11-26 01:49:43.463,2019-11-26 01:52:21.700,True,False,12,alb,11,tirana,41.3311,19.8318,,
4056,34881785,web,2019-11-26 01:49:43.524,2019-11-26 01:49:46.799,True,False,1,alb,11,tirana,41.3311,19.8318,,
4057,34881789,web,2019-11-26 01:49:43.575,2019-11-26 02:12:01.807,True,False,21,alb,11,tirana,41.3311,19.8318,,
4058,34881792,web,2019-11-26 01:49:43.594,2019-11-26 02:08:34.380,True,False,15,alb,11,tirana,41.3311,19.8318,,
4059,34882642,web,2019-11-26 01:49:43.613,2019-11-26 01:50:11.056,True,False,4,alb,11,tirana,41.3311,19.8318,,
4060,34881798,web,2019-11-26 01:49:43.658,2019-11-26 01:49:55.671,True,False,1,alb,11,tirana,41.3311,19.8318,,
4061,34882645,web,2019-11-26 01:49:43.673,2019-11-26 01:49:45.803,True,False,1,alb,11,tirana,41.3311,19.8318,,
4062,34881803,web,2019-11-26 01:49:43.729,2019-11-26 01:49:51.749,True,False,1,alb,11,tirana,41.3311,19.8318,,
4063,34881805,web,2019-11-26 01:49:43.748,2019-11-26 01:49:46.570,True,False,1,alb,11,tirana,41.3311,19.8318,,
4064,34881806,web,2019-11-26 01:49:43.761,2019-11-26 01:49:53.734,True,False,1,alb,11,tirana,41.3311,19.8318,,
4065,34881807,web,2019-11-26 01:49:43.779,2019-11-26 01:51:16.074,True,False,7,alb,11,tirana,41.3311,19.8318,,
4066,34881810,web,2019-11-26 01:49:43.811,2019-11-26 01:50:32.897,True,False,3,alb,11,tirana,41.3311,19.8318,,
4067,34882659,web,2019-11-26 01:49:43.831,2019-11-26 01:49:54.586,True,False,1,alb,11,tirana,41.3311,19.8318,,
4068,34881816,web,2019-11-26 01:49:43.957,2019-11-26 01:59:57.965,True,False,24,alb,11,tirana,41.3311,19.8318,,
4069,34882670,web,2019-11-26 01:49:43.981,2019-11-26 02:02:20.216,True,False,4,alb,11,tirana,41.3311,19.8318,,
4070,34882673,web,2019-11-26 01:49:43.995,2019-11-26 01:49:45.242,True,False,1,alb,11,tirana,41.3311,19.8318,,
4071,34881819,web,2019-11-26 01:49:44.010,2019-11-26 01:49:47.135,True,False,1,alb,11,tirana,41.3311,19.8318,,
4072,34881823,web,2019-11-26 01:49:44.047,2019-11-26 01:49:49.341,True,False,1,alb,11,tirana,41.3311,19.8318,,
4073,34882677,web,2019-11-26 01:49:44.081,2019-11-26 01:49:45.423,True,False,1,alb,11,tirana,41.3311,19.8318,,
4074,34882679,web,2019-11-26 01:49:44.098,2019-11-26 01:54:13.657,True,False,17,alb,11,tirana,41.3311,19.8318,,
4075,34881828,web,2019-11-26 01:49:44.180,2019-11-26 01:49:48.713,True,False,1,alb,11,tirana,41.3311,19.8318,,
4076,34882685,web,2019-11-26 01:49:44.193,2019-11-26 01:49:45.131,True,False,1,alb,11,tirana,41.3311,19.8318,,
4077,34881830,web,2019-11-26 01:49:44.195,2019-11-26 02:31:32.899,False,False,3,alb,11,tirana,41.3311,19.8318,,
4078,34881834,web,2019-11-26 01:49:44.215,2019-11-26 01:50:11.439,True,False,1,alb,11,tirana,41.3311,19.8318,,
4079,34881837,web,2019-11-26 01:49:44.282,2019-11-26 01:50:11.411,True,False,1,alb,11,tirana,41.3311,19.8318,,
4080,34881838,web,2019-11-26 01:49:44.291,2019-11-26 01:50:31.550,True,False,4,alb,11,tirana,41.3311,19.8318,,
4081,34881839,web,2019-11-26 01:49:44.298,2019-11-26 01:49:45.368,True,False,1,alb,11,tirana,41.3311,19.8318,,
4082,34882695,web,2019-11-26 01:49:44.314,2019-11-26 01:49:55.458,True,False,1,alb,11,tirana,41.3311,19.8318,,
4083,34881842,web,2019-11-26 01:49:44.334,2019-11-26 01:49:51.943,True,False,1,alb,11,tirana,41.3311,19.8318,,
4084,34882697,web,2019-11-26 01:49:44.341,2019-11-26 01:56:01.808,True,False,10,alb,11,tirana,41.3311,19.8318,,
4085,34881844,web,2019-11-26 01:49:44.353,2019-11-26 01:49:46.972,True,False,1,alb,11,tirana,41.3311,19.8318,,
4086,34881846,web,2019-11-26 01:49:44.378,2019-11-26 01:50:36.528,True,False,3,alb,11,tirana,41.3311,19.8318,,
4087,34882701,web,2019-11-26 01:49:44.383,2019-11-26 01:54:13.678,True,False,5,alb,11,tirana,41.3311,19.8318,,
4088,34881848,web,2019-11-26 01:49:44.389,2019-11-26 01:50:26.017,True,False,1,alb,11,tirana,41.3311,19.8318,,
4089,34881852,web,2019-11-26 01:49:44.412,2019-11-26 01:54:17.425,True,False,6,alb,11,tirana,41.3311,19.8318,,
4090,34882703,web,2019-11-26 01:49:44.420,2019-11-26 01:49:52.260,True,False,1,alb,11,tirana,41.3311,19.8318,,
4091,34882705,web,2019-11-26 01:49:44.468,2019-11-26 01:49:46.308,True,False,1,alb,11,tirana,41.3311,19.8318,,
4092,34882706,web,2019-11-26 01:49:44.475,2019-11-26 01:50:45.268,True,False,10,alb,11,tirana,41.3311,19.8318,,
4093,34881856,web,2019-11-26 01:49:44.482,2019-11-26 01:50:24.231,True,False,1,alb,11,tirana,41.3311,19.8318,,
4094,34882709,web,2019-11-26 01:49:44.540,2019-11-26 01:52:40.024,True,False,10,alb,11,tirana,41.3311,19.8318,,
4095,34881866,web,2019-11-26 01:49:44.609,2019-11-26 01:49:46.418,True,False,1,alb,11,tirana,41.3311,19.8318,,
4096,34881867,web,2019-11-26 01:49:44.648,2019-11-26 01:49:50.045,True,False,1,alb,11,tirana,41.3311,19.8318,,
4097,34881870,web,2019-11-26 01:49:44.694,2019-11-26 01:49:48.560,True,False,1,alb,11,tirana,41.3311,19.8318,,
4098,34882723,web,2019-11-26 01:49:44.708,2019-11-26 01:49:48.619,True,False,1,alb,11,tirana,41.3311,19.8318,,
4099,34881872,web,2019-11-26 01:49:44.730,2019-11-26 02:18:01.157,True,False,18,alb,11,tirana,41.3311,19.8318,,
4100,34882727,web,2019-11-26 01:49:44.742,2019-11-26 01:49:59.878,True,False,1,alb,11,tirana,41.3311,19.8318,,
4101,34881877,web,2019-11-26 01:49:44.784,2019-11-26 01:51:01.250,True,False,18,alb,11,tirana,41.3311,19.8318,,
4102,34882730,web,2019-11-26 01:49:44.800,2019-11-26 01:56:58.137,True,False,14,alb,11,tirana,41.3311,19.8318,,
4103,34882732,web,2019-11-26 01:49:44.803,2019-11-26 01:55:20.225,True,False,12,alb,11,tirana,41.3311,19.8318,,
4104,34881879,web,2019-11-26 01:49:44.830,2019-11-26 01:50:02.144,True,False,1,alb,11,tirana,41.3311,19.8318,,
4105,34881881,web,2019-11-26 01:49:44.853,2019-11-26 01:52:10.710,True,False,17,alb,11,tirana,41.3311,19.8318,,
4106,34882736,web,2019-11-26 01:49:44.886,2019-11-26 01:49:45.949,True,False,1,alb,11,tirana,41.3311,19.8318,,
4107,34882737,web,2019-11-26 01:49:44.892,2019-11-26 01:51:58.075,True,False,11,alb,11,tirana,41.3311,19.8318,,
4108,34882740,web,2019-11-26 01:49:44.907,2019-11-26 02:10:14.144,True,False,8,alb,11,tirana,41.3311,19.8318,,
4109,34881893,web,2019-11-26 01:49:45.014,2019-11-26 01:49:55.130,True,False,1,alb,11,tirana,41.3311,19.8318,,
4110,34882749,web,2019-11-26 01:49:45.061,2019-11-26 01:49:47.585,True,False,1,alb,11,tirana,41.3311,19.8318,,
4111,34881896,web,2019-11-26 01:49:45.066,2019-11-26 01:49:46.548,True,False,1,alb,11,tirana,41.3311,19.8318,,
4112,34882756,web,2019-11-26 01:49:45.130,2019-11-26 01:49:49.893,True,False,1,alb,11,tirana,41.3311,19.8318,,
4113,34882759,web,2019-11-26 01:49:45.187,2019-11-26 01:49:50.367,True,False,1,alb,11,tirana,41.3311,19.8318,,
4114,34882760,web,2019-11-26 01:49:45.190,2019-11-26 01:49:56.516,True,False,1,alb,11,tirana,41.3311,19.8318,,
4115,34881900,web,2019-11-26 01:49:45.198,2019-11-26 01:50:48.982,False,False,2,can,nb,jacksonville,46.2,-67.61667,,
4116,34881903,web,2019-11-26 01:49:45.247,2019-11-26 01:51:25.368,True,False,3,alb,11,tirana,41.3311,19.8318,,
4117,34882766,web,2019-11-26 01:49:45.258,2019-11-26 01:52:28.848,True,False,12,alb,11,tirana,41.3311,19.8318,,
4118,34882773,web,2019-11-26 01:49:45.297,2019-11-26 01:56:20.216,True,False,38,alb,11,tirana,41.3311,19.8318,,
4119,34881910,web,2019-11-26 01:49:45.317,2019-11-26 01:58:47.620,True,False,4,alb,11,tirana,41.3311,19.8318,,
4120,34882776,web,2019-11-26 01:49:45.332,2019-11-26 01:49:47.715,True,False,1,alb,11,tirana,41.3311,19.8318,,
4121,34882778,web,2019-11-26 01:49:45.361,2019-11-26 01:49:54.499,True,False,1,alb,11,tirana,41.3311,19.8318,,
4122,34882780,web,2019-11-26 01:49:45.386,2019-11-26 01:50:06.469,True,False,1,alb,11,tirana,41.3311,19.8318,,
4123,34881918,web,2019-11-26 01:49:45.389,2019-11-26 01:53:53.262,True,False,15,alb,11,tirana,41.3311,19.8318,,
4124,34882785,web,2019-11-26 01:49:45.431,2019-11-26 01:59:29.017,True,False,4,alb,11,tirana,41.3311,19.8318,,
4125,34882787,web,2019-11-26 01:49:45.435,2019-11-26 01:54:20.218,True,False,19,alb,11,tirana,41.3311,19.8318,,
4126,34881922,web,2019-11-26 01:49:45.453,2019-11-26 01:55:59.338,True,False,11,alb,11,tirana,41.3311,19.8318,,
4127,34882789,web,2019-11-26 01:49:45.453,2019-11-26 01:50:58.149,False,False,1,ita,mi,milan,45.47271,9.18716,,
4128,34881925,web,2019-11-26 01:49:45.484,2019-11-26 01:49:53.930,True,False,1,alb,11,tirana,41.3311,19.8318,,
4129,34881927,web,2019-11-26 01:49:45.487,2019-11-26 01:50:20.990,True,False,1,alb,11,tirana,41.3311,19.8318,,
4130,34881931,web,2019-11-26 01:49:45.520,2019-11-26 02:40:31.824,True,False,16,alb,11,tirana,41.3311,19.8318,,
4131,34882795,web,2019-11-26 01:49:45.536,2019-11-26 01:54:01.798,True,False,18,alb,11,tirana,41.3311,19.8318,,
4132,34882798,web,2019-11-26 01:49:45.560,2019-11-26 01:51:19.899,True,False,1,alb,11,tirana,41.3311,19.8318,,
4133,34881934,web,2019-11-26 01:49:45.571,2019-11-26 01:49:47.076,True,False,1,alb,11,tirana,41.3311,19.8318,,
4134,34881936,web,2019-11-26 01:49:45.594,2019-11-26 01:51:04.954,True,False,1,alb,11,tirana,41.3311,19.8318,,
4135,34882804,web,2019-11-26 01:49:45.624,2019-11-26 02:04:42.182,True,False,50,alb,11,tirana,41.3311,19.8318,,
4136,34882811,web,2019-11-26 01:49:45.695,2019-11-26 01:50:49.337,True,False,6,alb,11,tirana,41.3311,19.8318,,
4137,34882813,web,2019-11-26 01:49:45.715,2019-11-26 01:51:14.974,True,False,8,alb,11,tirana,41.3311,19.8318,,
4138,34881942,web,2019-11-26 01:49:45.717,2019-11-26 01:58:36.516,False,False,6,alb,11,tirana,41.3311,19.8318,,
4139,34882815,web,2019-11-26 01:49:45.727,2019-11-26 01:49:53.900,True,False,1,alb,11,tirana,41.3311,19.8318,,
4140,34882817,web,2019-11-26 01:49:45.735,2019-11-26 01:49:51.029,True,False,1,alb,11,tirana,41.3311,19.8318,,
4141,34882819,web,2019-11-26 01:49:45.751,2019-11-26 01:49:54.409,True,False,1,alb,11,tirana,41.3311,19.8318,,
4142,34881951,web,2019-11-26 01:49:45.790,2019-11-26 01:49:48.791,True,False,1,alb,11,tirana,41.3311,19.8318,,
4143,34882825,web,2019-11-26 01:49:45.826,2019-11-26 01:49:56.245,True,False,1,alb,11,tirana,41.3311,19.8318,,
