,arrivetime,leavetime,longitude,latitude,country,region
0,2019-11-28 22:55:01.420,2019-11-28 22:56:12.885,19.8052538,41.3246942,alb,11
1,2019-11-28 22:55:01.546,2019-11-28 22:56:01.546,19.8082641894239,41.3147411959597,alb,11
2,2019-11-28 22:55:01.841,2019-11-28 22:56:02.024,20.3086658,41.1830368,alb,11
3,2019-11-28 22:55:02.039,2019-11-28 22:56:02.542,19.564517974854,41.343448638916,alb,11
4,2019-11-28 22:55:02.059,2019-11-28 22:56:20.524,19.854349136353,41.347431182861,alb,11
5,2019-11-28 22:55:02.159,2019-11-28 22:56:47.388,19.7057809,41.39002,alb,11
6,2019-11-28 22:55:02.504,2019-11-28 22:56:02.504,19.7926666187177,41.3196409941762,alb,11
7,2019-11-28 22:55:02.903,2019-11-28 22:56:03.027,28.7377083,40.978737,tur,34
8,2019-11-28 22:55:03.311,2019-11-28 22:56:44.267,19.2452852,42.4283063,mne,16
9,2019-11-28 22:55:03.674,2019-11-28 22:57:03.200,5.0347101,43.792148,fra,pac
10,2019-11-28 22:55:03.997,2019-11-28 22:56:05.942,19.700289725809,40.7372018010171,alb,11
11,2019-11-28 22:55:04.042,2019-11-28 22:56:08.565,19.829853057861,41.340026855469,alb,11
12,2019-11-28 22:55:04.785,2019-11-28 22:57:29.563,19.7569532228389,41.0442325145789,alb,11
13,2019-11-28 22:55:04.861,2019-11-28 22:56:08.982,19.7776015,41.324253,alb,11
14,2019-11-28 22:55:05.062,2019-11-28 22:56:05.197,18.3123016357422,43.8127975463867,bih,bih
15,2019-11-28 22:55:05.078,2019-11-28 22:56:05.181,19.812323,41.325115,alb,11
16,2019-11-28 22:55:05.128,2019-11-28 22:56:25.944,19.840406417847,41.335704803467,alb,11
17,2019-11-28 22:55:05.836,2019-11-28 22:56:08.404,20.5913135,40.6332644,alb,11
18,2019-11-28 22:55:05.840,2019-11-28 22:56:28.507,20.773284912109,40.615795135498,alb,11
19,2019-11-28 22:55:06.063,2019-11-28 22:56:06.063,19.8230078,41.3055397,alb,11
20,2019-11-28 22:55:06.064,2019-11-28 22:56:31.269,15.806342124939,45.8539886474609,hrv,21
21,2019-11-28 22:55:06.152,2019-11-28 22:56:43.087,19.7907561,41.3434712,alb,11
22,2019-11-28 22:55:06.442,2019-11-28 22:56:06.612,19.7688324043133,41.3163571868049,alb,11
23,2019-11-28 22:55:06.539,2019-11-28 22:56:17.547,2.3361716,48.9465972,fra,idf
24,2019-11-28 22:55:06.737,2019-11-28 22:57:30.973,19.801141424123,41.3120237924543,alb,11
25,2019-11-28 22:55:06.813,2019-11-28 22:56:06.940,17.7028202,43.111772,bih,bih
26,2019-11-28 22:55:06.840,2019-11-28 22:56:14.170,19.794675827026,41.325206756592,alb,11
27,2019-11-28 22:55:07.030,2019-11-28 22:56:07.156,19.8119144,41.33339,alb,11
28,2019-11-28 22:55:07.416,2019-11-28 22:56:07.517,19.503337,42.075929,alb,11
29,2019-11-28 22:55:07.808,2019-11-28 22:56:12.740,19.7972391140604,41.3134528881837,alb,11
30,2019-11-28 22:55:07.868,2019-11-28 22:56:27.412,23.6420955657959,37.9381065368652,grc,i
31,2019-11-28 22:55:07.884,2019-11-28 22:56:08.029,19.8098347,41.3449482,alb,11
32,2019-11-28 22:55:07.947,2019-11-28 22:56:07.947,19.8363849,41.3334664,alb,11
33,2019-11-28 22:55:08.038,2019-11-28 22:56:08.159,19.8228143,41.329023,alb,11
34,2019-11-28 22:55:08.408,2019-11-28 22:57:04.701,19.7674035,41.4020739,alb,11
35,2019-11-28 22:55:08.449,2019-11-28 22:56:08.576,19.839437484741,41.345344543457,alb,11
36,2019-11-28 22:55:08.541,2019-11-28 22:56:12.515,19.8471367,41.3380209,alb,11
37,2019-11-28 22:55:08.568,2019-11-28 22:56:08.747,19.7796678,41.3428076,alb,11
38,2019-11-28 22:55:08.646,2019-11-28 22:56:08.646,19.8052907917239,41.3393285495168,alb,11
