,arrivetime,leavetime,longitude,latitude,country,region
0,2019-11-26 02:50:02.647,2019-11-26 02:51:17.552,19.6785775978985,41.3730320258483,alb,11
1,2019-11-26 02:50:06.068,2019-11-26 02:51:06.530,19.8331570030493,41.3310169435919,alb,11
2,2019-11-26 02:50:07.569,2019-11-26 02:51:55.701,19.4486160301139,41.3117298443292,alb,11
3,2019-11-26 02:50:13.559,2019-11-26 02:51:13.978,26.1256697,44.4416649,rou,b
4,2019-11-26 02:50:13.822,2019-11-26 02:51:13.822,19.7891976070983,41.3142600446987,alb,11
5,2019-11-26 02:50:15.943,2019-11-26 02:51:16.150,22.9606850962608,40.5673217910066,ukr,43
6,2019-11-26 02:50:16.269,2019-11-26 02:51:16.269,19.8180856,41.3026008,alb,11
7,2019-11-26 02:50:23.504,2019-11-26 02:51:33.121,19.8667907714844,41.3287773132324,alb,11
8,2019-11-26 02:50:24.444,2019-11-26 02:51:24.956,12.6454654601936,42.6938064680165,alb,11
9,2019-11-26 02:50:25.455,2019-11-26 02:51:25.455,-118.3763885498,33.829303741455,usa,ca
10,2019-11-26 02:50:28.523,2019-11-26 02:53:55.301,19.4333339828931,41.3145705748078,alb,11
11,2019-11-26 02:50:29.999,2019-11-26 02:51:30.092,19.7719631195068,41.3159065246582,alb,11
12,2019-11-26 02:50:30.127,2019-11-26 02:52:48.694,-73.4862594053192,45.4987094604379,rus,mow
13,2019-11-26 02:50:33.172,2019-11-26 02:51:33.741,15.0894467,37.5065141,ita,to
14,2019-11-26 02:50:34.545,2019-11-26 02:52:02.875,20.4277832,42.3662445,alb,11
15,2019-11-26 02:50:34.749,2019-11-26 02:51:35.354,14.9032169068964,40.7461750856375,ita,sa
16,2019-11-26 02:50:35.071,2019-11-26 02:51:37.696,19.8097421,41.3283805,alb,11
17,2019-11-26 02:50:35.656,2019-11-26 02:51:38.834,19.7980781,41.3205086,alb,11
18,2019-11-26 02:50:35.699,2019-11-26 02:51:35.904,19.6432988112775,42.0039809177892,alb,11
19,2019-11-26 02:50:38.449,2019-11-26 02:51:45.396,19.449359,41.3134604,alb,11
20,2019-11-26 02:50:40.372,2019-11-26 02:51:40.372,19.4522123541257,41.318758390221,alb,11
21,2019-11-26 02:50:43.889,2019-11-26 02:51:44.196,21.4371057,42.0109727,mkd,85
22,2019-11-26 02:50:45.323,2019-11-26 02:51:45.976,19.8292566,41.3182455,alb,11
23,2019-11-26 02:50:46.088,2019-11-26 02:51:46.242,21.3963412153327,41.9947010035122,mkd,85
24,2019-11-26 02:50:48.992,2019-11-26 02:51:49.442,16.5200634002686,43.5323181152344,alb,11
25,2019-11-26 02:50:51.032,2019-11-26 02:52:35.174,13.733925819397,45.5785827636719,svn,061
26,2019-11-26 02:50:52.129,2019-11-26 02:51:52.678,21.5063412,41.9971714,alb,11
27,2019-11-26 02:50:53.905,2019-11-26 02:52:05.237,19.7910484,41.3466224,alb,11
28,2019-11-26 02:50:56.631,2019-11-26 02:52:05.644,19.4879802,41.3071672,alb,11
29,2019-11-26 02:50:56.724,2019-11-26 02:51:56.972,19.4487641,41.3343906,alb,11
30,2019-11-26 02:50:57.666,2019-11-26 02:51:58.030,13.8108827592564,42.6978958137019,isl,1
31,2019-11-26 02:50:57.931,2019-11-26 02:52:14.584,19.8010482788086,41.3200531005859,alb,11
32,2019-11-26 02:50:58.044,2019-11-26 02:52:24.397,-119.885660649178,34.4266588777564,usa,ca
33,2019-11-26 02:51:03.116,2019-11-26 02:52:03.349,19.9483006,41.2747963,alb,11
34,2019-11-26 02:51:04.822,2019-11-26 02:52:05.116,22.4338699,40.6512402,alb,11
35,2019-11-26 02:51:06.541,2019-11-26 02:52:06.541,19.8204804,41.3474062,alb,11
36,2019-11-26 02:51:07.018,2019-11-26 02:52:07.023,19.7810655,41.332979,alb,11
37,2019-11-26 02:51:12.700,2019-11-26 02:52:12.908,19.8133048880965,41.3037380023778,alb,11
38,2019-11-26 02:51:17.438,2019-11-26 02:53:16.959,23.793483734131,38.016796112061,grc,i
39,2019-11-26 02:51:18.884,2019-11-26 02:52:18.884,19.4512224056571,41.3277426380386,alb,11
40,2019-11-26 02:51:19.800,2019-11-26 02:52:19.893,19.811328887939,41.325656890869,alb,11
41,2019-11-26 02:51:22.533,2019-11-26 02:52:22.655,24.7370126,42.1515365,bgr,16
42,2019-11-26 02:51:23.496,2019-11-26 02:52:42.562,26.132423400879,44.44367980957,rou,b
43,2019-11-26 02:51:25.961,2019-11-26 02:52:26.180,20.9157345168891,44.0203650010189,alb,12
