,arrivetime,leavetime,longitude,latitude,country,region
0,2019-11-26 13:00:17.933,2019-11-26 13:02:25.873,20.6532039642334,40.9032325744629,alb,11
1,2019-11-26 13:00:17.976,2019-11-26 13:01:21.297,19.4593114,41.3362418,mkd,85
2,2019-11-26 13:00:18.286,2019-11-26 13:01:18.286,19.7961217377899,41.3358692379501,alb,11
3,2019-11-26 13:00:18.341,2019-11-26 13:01:21.218,19.4400310516357,41.3489875793457,alb,11
4,2019-11-26 13:00:18.355,2019-11-26 13:01:18.355,19.8293207939263,41.3247587518911,alb,11
5,2019-11-26 13:00:18.595,2019-11-26 13:01:21.279,19.76392364502,41.350776672363,srb,00
6,2019-11-26 13:00:18.798,2019-11-26 13:01:18.798,19.548812866211,41.178958892822,alb,11
7,2019-11-26 13:00:18.817,2019-11-26 13:01:18.817,19.8175544,41.3242339,tur,34
8,2019-11-26 13:00:18.832,2019-11-26 13:01:21.333,19.2654971,42.4330542,mne,16
9,2019-11-26 13:00:18.898,2019-11-26 13:01:18.898,14.5171088,45.1133445,hrv,21
10,2019-11-26 13:00:18.939,2019-11-26 13:01:46.674,19.7549137,41.3879755,alb,10
11,2019-11-26 13:00:19.067,2019-11-26 13:01:21.206,19.559692382812,41.345283508301,alb,11
12,2019-11-26 13:00:19.093,2019-11-26 13:01:53.112,8.4072473,48.1842907,alb,11
13,2019-11-26 13:00:19.200,2019-11-26 13:02:01.664,19.2596227,42.4351862,alb,11
14,2019-11-26 13:00:19.312,2019-11-26 13:01:19.312,19.7943574172699,41.3364895050342,mkd,85
15,2019-11-26 13:00:19.352,2019-11-26 13:01:19.352,19.6179052,41.038038,alb,11
16,2019-11-26 13:00:19.408,2019-11-26 13:01:19.408,19.8123195253017,41.305770565236,alb,11
17,2019-11-26 13:00:19.719,2019-11-26 13:02:24.641,19.826375961304,41.329319000244,alb,11
18,2019-11-26 13:00:19.723,2019-11-26 13:02:35.824,21.158379705314,42.6617417207887,srb,25
19,2019-11-26 13:00:19.851,2019-11-26 13:02:18.775,20.7765476473677,40.6154444120145,alb,11
20,2019-11-26 13:00:19.927,2019-11-26 13:01:19.927,19.8676676391519,41.3501924304396,alb,11
21,2019-11-26 13:00:19.988,2019-11-26 13:01:21.179,19.8118841,41.3201971,alb,11
22,2019-11-26 13:00:20.114,2019-11-26 13:01:21.234,19.846645355225,41.344005584717,alb,11
23,2019-11-26 13:00:20.131,2019-11-26 13:01:22.915,19.6490915,41.7801436,bih,bih
24,2019-11-26 13:00:20.391,2019-11-26 13:01:21.355,21.3830195,42.005864,deu,he
25,2019-11-26 13:00:20.446,2019-11-26 13:02:21.342,21.4366937,42.0007887,mkd,85
26,2019-11-26 13:00:20.525,2019-11-26 13:01:20.525,19.7824507,41.3302239,bih,bih
27,2019-11-26 13:00:20.547,2019-11-26 13:01:49.335,18.3976559,43.8666848,bih,bih
28,2019-11-26 13:00:20.560,2019-11-26 13:01:20.560,19.7801444,41.3348585,mkd,36
29,2019-11-26 13:00:20.652,2019-11-26 13:01:20.850,-0.176515881489859,51.5434602831404,gbr,slg
30,2019-11-26 13:00:20.750,2019-11-26 13:02:34.545,19.8007311,41.3233937,alb,11
31,2019-11-26 13:00:20.789,2019-11-26 13:01:20.789,19.8121193322135,41.3293418589424,alb,11
32,2019-11-26 13:00:20.858,2019-11-26 13:03:39.501,19.7612358,41.3128513,alb,11
33,2019-11-26 13:00:20.868,2019-11-26 13:01:21.159,19.8046734799858,41.3285843500101,mne,16
34,2019-11-26 13:00:20.980,2019-11-26 13:01:20.980,19.8101871425579,41.3173491630455,alb,11
35,2019-11-26 13:00:21.004,2019-11-26 13:01:21.004,19.451585,41.3168326,alb,11
36,2019-11-26 13:00:21.016,2019-11-26 13:01:21.392,19.8177734,41.3493751,alb,11
37,2019-11-26 13:00:21.079,2019-11-26 13:01:46.731,19.8009589,41.3297534,alb,11
38,2019-11-26 13:00:21.085,2019-11-26 13:01:21.085,19.816745758057,41.329261779785,alb,11
39,2019-11-26 13:00:21.120,2019-11-26 13:01:21.120,29.0552634950182,40.2678113169075,tur,34
40,2019-11-26 13:00:21.125,2019-11-26 13:02:19.306,20.0883072464222,41.1146327698126,alb,11
41,2019-11-26 13:00:21.127,2019-11-26 13:01:21.466,27.808681488037,37.843231201172,tur,06
42,2019-11-26 13:00:21.422,2019-11-26 13:01:21.422,18.5408105612563,42.4519157600952,mne,21
43,2019-11-26 13:00:21.437,2019-11-26 13:02:25.624,19.4782371521,41.323150634766,alb,11
44,2019-11-26 13:00:21.593,2019-11-26 13:01:21.839,19.816775,41.3249601,bih,bih
45,2019-11-26 13:00:21.699,2019-11-26 13:02:26.081,19.785063,41.3302206,alb,11
46,2019-11-26 13:00:21.774,2019-11-26 13:02:44.644,19.8161236,41.3246476,alb,11
47,2019-11-26 13:00:21.937,2019-11-26 13:01:21.937,19.444307327271,41.418739318848,alb,11
48,2019-11-26 13:00:22.073,2019-11-26 13:01:22.181,19.8178465101352,41.3306279724863,mne,21
49,2019-11-26 13:00:22.192,2019-11-26 13:01:22.192,19.8279775279762,41.3402187741315,alb,11
50,2019-11-26 13:00:22.241,2019-11-26 13:01:22.515,19.5617535989914,41.1507200589787,rou,b
51,2019-11-26 13:00:22.339,2019-11-26 13:01:22.562,21.4535287,41.9902831,mkd,85
52,2019-11-26 13:00:22.425,2019-11-26 13:01:22.673,19.8457705,41.3411984,alb,11
53,2019-11-26 13:00:22.615,2019-11-26 13:02:18.776,19.772668838501,41.3561477661133,alb,11
54,2019-11-26 13:00:22.641,2019-11-26 13:01:22.641,19.805072784424,41.33247756958,alb,11
55,2019-11-26 13:00:23.442,2019-11-26 13:01:23.442,19.564517974854,41.343448638916,rus,mow
56,2019-11-26 13:00:23.462,2019-11-26 13:01:23.462,19.801914215088,41.312774658203,alb,11
57,2019-11-26 13:00:45.805,2019-11-26 13:01:52.566,20.8109273,41.1107176,mkd,85
58,2019-11-26 13:00:45.954,2019-11-26 13:01:49.055,18.503303527832,44.691177368164,bih,bih
59,2019-11-26 13:00:45.975,2019-11-26 13:01:45.975,19.8172698997135,41.3320805725357,alb,11
60,2019-11-26 13:00:46.030,2019-11-26 13:01:46.030,19.7744208,41.3347919,alb,11
61,2019-11-26 13:00:46.055,2019-11-26 13:01:53.105,20.773284912109,40.615795135498,deu,nw
62,2019-11-26 13:00:46.135,2019-11-26 13:01:46.135,20.280033111572,42.662303924561,srb,25
63,2019-11-26 13:00:46.247,2019-11-26 13:01:46.247,20.8896688,41.8814126,alb,11
64,2019-11-26 13:00:46.567,2019-11-26 13:03:55.428,19.8111593,41.3331949,alb,10
65,2019-11-26 13:00:46.607,2019-11-26 13:02:38.443,19.5250148773193,42.0576133728027,alb,11
66,2019-11-26 13:00:46.628,2019-11-26 13:01:53.466,19.811250686646,41.31615447998,alb,11
67,2019-11-26 13:00:46.701,2019-11-26 13:05:52.072,19.8198839,41.3358155,hrv,21
68,2019-11-26 13:00:46.726,2019-11-26 13:01:49.355,23.603216171265,38.468700408936,grc,i
69,2019-11-26 13:00:46.812,2019-11-26 13:02:02.418,19.8062094,41.3380911,alb,11
70,2019-11-26 13:00:46.819,2019-11-26 13:03:09.481,19.8113805,41.3174214,alb,11
71,2019-11-26 13:00:46.825,2019-11-26 13:03:18.648,19.833681,41.314299,bih,bih
72,2019-11-26 13:00:46.852,2019-11-26 13:02:19.075,20.9637332811571,41.9936203612024,mkd,85
73,2019-11-26 13:00:46.869,2019-11-26 13:02:06.131,19.7283747360212,41.4486170410189,alb,11
74,2019-11-26 13:00:46.919,2019-11-26 13:01:46.919,19.5653315,41.4106837,alb,11
75,2019-11-26 13:00:47.001,2019-11-26 13:01:53.818,19.8116268,41.3226633,alb,11
